id,title,authors,link,tags,originally_announced_at
2123,ParaCNN: Visual Paragraph Generation via Adversarial Twin Contextual CNNs,"['Shiyang Yan', 'Yang Hua', 'Neil Robertson']",https://arxiv.org/abs/2004.10258,['cs.CV'],"Submitted 21 April, 2020; 
      originally announced April 2020."
2124,Towards a Competitive End-to-End Speech Recognition for CHiME-6 Dinner Party Transcription,"['Andrei Andrusenko', 'Aleksandr Laptev', 'Ivan Medennikov']",https://arxiv.org/abs/2004.10799,"['eess.AS', 'cs.CL', 'cs.LG', 'cs.SD']","Submitted 7 August, 2020; v1 submitted 22 April, 2020;
      originally announced April 2020."
2125,Constructing Geographic and Long-term Temporal Graph for Traffic Forecasting,"['Yiwen Sun', 'Yulu Wang', 'Kun Fu', 'Zheng Wang', 'Changshui Zhang', 'Jieping Ye']",https://arxiv.org/abs/2004.10958,"['cs.LG', 'cs.AI', 'eess.SP']","Submitted 22 April, 2020; 
      originally announced April 2020."
2126,Transliteration of Judeo-Arabic Texts into Arabic Script Using Recurrent Neural Networks,"['Ori Terner', 'Kfir Bar', 'Nachum Dershowitz']",https://arxiv.org/abs/2004.11405,['cs.CL'],"Submitted 21 October, 2020; v1 submitted 23 April, 2020;
      originally announced April 2020."
2127,Contextualized Graph Attention Network for Recommendation with Item Knowledge Graph,"['Susen Yang', 'Yong Liu', 'Yonghui Xu', 'Chunyan Miao', 'Min Wu', 'Juyong Zhang']",https://arxiv.org/abs/2004.11529,['cs.IR'],"Submitted 24 April, 2020; 
      originally announced April 2020."
2128,Towards Fast and Accurate Streaming End-to-End ASR,"['Bo Li', 'Shuo-yiin Chang', 'Tara N. Sainath', 'Ruoming Pang', 'Yanzhang He', 'Trevor Strohman', 'Yonghui Wu']",https://arxiv.org/abs/2004.11544,['eess.AS'],"Submitted 12 May, 2020; v1 submitted 24 April, 2020;
      originally announced April 2020."
2129,Deepfakes Detection with Automatic Face Weighting,"['Daniel Mas Montserrat', 'Hanxiang Hao', 'S. K. Yarlagadda', 'Sriram Baireddy', 'Ruiting Shao', 'János Horváth', 'Emily Bartusiak', 'Justin Yang', 'David Güera', 'Fengqing Zhu', 'Edward J. Delp']",https://arxiv.org/abs/2004.12027,"['cs.CV', 'eess.IV']","Submitted 4 May, 2020; v1 submitted 24 April, 2020;
      originally announced April 2020."
2130,Learning Molecular Dynamics with Simple Language Model built upon Long Short-Term Memory Neural Network,"['Sun-Ting Tsai', 'En-Jui Kuo', 'Pratyush Tiwary']",https://arxiv.org/abs/2004.12360,"['cond-mat.dis-nn', 'cond-mat.stat-mech', 'physics.chem-ph', 'physics.data-an']","Submitted 4 August, 2020; v1 submitted 26 April, 2020;
      originally announced April 2020."
2131,Experiments with LVT and FRE for Transformer model,"['Ilshat Gibadullin', 'Aidar Valeev']",https://arxiv.org/abs/2004.12495,['cs.CL'],"Submitted 26 April, 2020; 
      originally announced April 2020."
2132,Hybrid Neuro-Evolutionary Method for Predicting Wind Turbine Power Output,"['Mehdi Neshat', 'Meysam Majidi Nezhad', 'Ehsan Abbasnejad', 'Daniele Groppi', 'Azim Heydari', 'Lina Bertling Tjernberg', 'Davide Astiaso Garcia', 'Bradley Alexander', 'Markus Wagner']",https://arxiv.org/abs/2004.12794,"['cs.NE', 'cs.LG', 'eess.SP']","Submitted 2 April, 2020; 
      originally announced April 2020."
2133,Improvement in Land Cover and Crop Classification based on Temporal Features Learning from Sentinel-2 Data Using Recurrent-Convolutional Neural Network (R-CNN),"['Vittorio Mazzia', 'Aleem Khaliq', 'Marcello Chiaberge']",https://arxiv.org/abs/2004.12880,"['cs.CV', 'cs.LG', 'eess.IV']","Submitted 5 May, 2020; v1 submitted 27 April, 2020;
      originally announced April 2020."
2134,Research on Modeling Units of Transformer Transducer for Mandarin Speech Recognition,"['Li Fu', 'Xiaoxiao Li', 'Libo Zi']",https://arxiv.org/abs/2004.13522,"['eess.AS', 'cs.CL', 'cs.LG', 'cs.SD']","Submitted 26 April, 2020; 
      originally announced April 2020."
2135,Colon Shape Estimation Method for Colonoscope Tracking using Recurrent Neural Networks,"['Masahiro Oda', 'Holger R. Roth', 'Takayuki Kitasaka', 'Kazuhiro Furukawa', 'Ryoji Miyahara', 'Yoshiki Hirooka', 'Hidemi Goto', 'Nassir Navab', 'Kensaku Mori']",https://arxiv.org/abs/2004.13629,['cs.CV'],"Submitted 20 April, 2020; 
      originally announced April 2020."
2136,How Chaotic Are Recurrent Neural Networks?,"['Pourya Vakilipourtakalou', 'Lili Mou']",https://arxiv.org/abs/2004.13838,['cs.CL'],"Submitted 28 April, 2020; 
      originally announced April 2020."
2137,Multi-Decoder RNN Autoencoder Based on Variational Bayes Method,"['Daisuke Kaji', 'Kazuho Watanabe', 'Masahiro Kobayashi']",https://arxiv.org/abs/2004.14016,"['stat.ML', 'cs.LG', 'stat.AP']","Submitted 29 April, 2020; 
      originally announced April 2020."
2138,Morphological Disambiguation of South Sámi with FSTs and Neural Networks,"['Mika Hämäläinen', 'Linda Wiechetek']",https://arxiv.org/abs/2004.14062,['cs.CL'],"Submitted 29 April, 2020; 
      originally announced April 2020."
2139,Bilingual Text Extraction as Reading Comprehension,"['Katsuki Chousa', 'Masaaki Nagata', 'Masaaki Nishino']",https://arxiv.org/abs/2004.14517,['cs.CL'],"Submitted 29 April, 2020; 
      originally announced April 2020."
2140,Boosting Naturalness of Language in Task-oriented Dialogues via Adversarial Training,['Chenguang Zhu'],https://arxiv.org/abs/2004.14565,['cs.CL'],"Submitted 6 May, 2020; v1 submitted 29 April, 2020;
      originally announced April 2020."
2141,Recurrent Neural Network Language Models Always Learn English-Like Relative Clause Attachment,"['Forrest Davis', 'Marten van Schijndel']",https://arxiv.org/abs/2005.00165,['cs.CL'],"Submitted 7 May, 2020; v1 submitted 30 April, 2020;
      originally announced May 2020."
2142,Deepfake Forensics Using Recurrent Neural Networks,"['Rahul U', 'Ragul M', 'Raja Vignesh K', 'Tejeswinee K']",https://arxiv.org/abs/2005.00229,['cs.CV'],"Submitted 1 May, 2020; 
      originally announced May 2020."
2143,Exploring Pre-training with Alignments for RNN Transducer based End-to-End Speech Recognition,"['Hu Hu', 'Rui Zhao', 'Jinyu Li', 'Liang Lu', 'Yifan Gong']",https://arxiv.org/abs/2005.00572,"['cs.CL', 'eess.AS']","Submitted 1 May, 2020; 
      originally announced May 2020."
2144,Is Multihop QA in DiRe Condition? Measuring and Reducing Disconnected Reasoning,"['Harsh Trivedi', 'Niranjan Balasubramanian', 'Tushar Khot', 'Ashish Sabharwal']",https://arxiv.org/abs/2005.00789,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 16 November, 2020; v1 submitted 2 May, 2020;
      originally announced May 2020."
2145,A Decoupled Learning Strategy for Massive Access Optimization in Cellular IoT Networks,"['Nan Jiang', 'Yansha Deng', 'Arumugam Nallanathan', 'Jinghong Yuan']",https://arxiv.org/abs/2005.01092,"['cs.NI', 'eess.SP']","Submitted 3 May, 2020; 
      originally announced May 2020."
2146,Teaching Recurrent Neural Networks to Modify Chaotic Memories by Example,"['Jason Z. Kim', 'Zhixin Lu', 'Erfan Nozari', 'George J. Pappas', 'Danielle S. Bassett']",https://arxiv.org/abs/2005.01186,"['cond-mat.dis-nn', 'cs.NE', 'nlin.CD']","Submitted 3 May, 2020; 
      originally announced May 2020."
2147,Neural Networks and Value at Risk,"['Alexander Arimond', 'Damian Borth', 'Andreas Hoepner', 'Michael Klawunn', 'Stefan Weisheit']",https://arxiv.org/abs/2005.01686,"['q-fin.RM', 'cs.LG', 'econ.EM']","Submitted 6 May, 2020; v1 submitted 4 May, 2020;
      originally announced May 2020."
2148,Comparing SNNs and RNNs on Neuromorphic Vision Datasets: Similarities and Differences,"['Weihua He', 'YuJie Wu', 'Lei Deng', 'Guoqi Li', 'Haoyu Wang', 'Yang Tian', 'Wei Ding', 'Wenhui Wang', 'Yuan Xie']",https://arxiv.org/abs/2005.02183,"['cs.CV', 'cs.NE', 'eess.IV']","Submitted 2 May, 2020; 
      originally announced May 2020."
2149,Recurrent Neural Network Learning of Performance and Intrinsic Population Dynamics from Sparse Neural Data,"['Alessandro Salatiello', 'Martin A. Giese']",https://arxiv.org/abs/2005.02211,"['q-bio.NC', 'cs.LG', 'cs.NE']","Submitted 5 May, 2020; 
      originally announced May 2020."
2150,Inverse Cosmography: testing the effectiveness of cosmographic polynomials using machine learning,"['Cristian Zamora Munõz', 'Celia Escamilla-Rivera']",https://arxiv.org/abs/2005.02807,"['gr-qc', 'astro-ph.CO']","Submitted 20 October, 2020; v1 submitted 3 May, 2020;
      originally announced May 2020."
2151,Learning Adaptive Exploration Strategies in Dynamic Environments Through Informed Policy Regularization,"['Pierre-Alexandre Kamienny', 'Matteo Pirotta', 'Alessandro Lazaric', 'Thibault Lavril', 'Nicolas Usunier', 'Ludovic Denoyer']",https://arxiv.org/abs/2005.02934,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 6 May, 2020; 
      originally announced May 2020."
2152,ContextNet: Improving Convolutional Neural Networks for Automatic Speech Recognition with Global Context,"['Wei Han', 'Zhengdong Zhang', 'Yu Zhang', 'Jiahui Yu', 'Chung-Cheng Chiu', 'James Qin', 'Anmol Gulati', 'Ruoming Pang', 'Yonghui Wu']",https://arxiv.org/abs/2005.03191,"['eess.AS', 'cs.CL', 'cs.LG', 'cs.SD']","Submitted 15 May, 2020; v1 submitted 6 May, 2020;
      originally announced May 2020."
2153,RNN-T Models Fail to Generalize to Out-of-Domain Audio: Causes and Solutions,"['Chung-Cheng Chiu', 'Arun Narayanan', 'Wei Han', 'Rohit Prabhavalkar', 'Yu Zhang', 'Navdeep Jaitly', 'Ruoming Pang', 'Tara N. Sainath', 'Patrick Nguyen', 'Liangliang Cao', 'Yonghui Wu']",https://arxiv.org/abs/2005.03271,"['eess.AS', 'cs.CL']","Submitted 23 December, 2020; v1 submitted 7 May, 2020;
      originally announced May 2020."
2154,Sentiment Analysis Using Simplified Long Short-term Memory Recurrent Neural Networks,"['Karthik Gopalakrishnan', 'Fathi M. Salem']",https://arxiv.org/abs/2005.03993,"['cs.CL', 'cs.LG', 'stat.ML']","Submitted 8 May, 2020; 
      originally announced May 2020."
2155,Continual Weight Updates and Convolutional Architectures for Equilibrium Propagation,"['Maxence Ernoult', 'Julie Grollier', 'Damien Querlioz', 'Yoshua Bengio', 'Benjamin Scellier']",https://arxiv.org/abs/2005.04169,"['cs.NE', 'cs.LG', 'stat.ML']","Submitted 29 April, 2020; 
      originally announced May 2020."
2156,Compressing Recurrent Neural Networks Using Hierarchical Tucker Tensor Decomposition,"['Miao Yin', 'Siyu Liao', 'Xiao-Yang Liu', 'Xiaodong Wang', 'Bo Yuan']",https://arxiv.org/abs/2005.04366,"['cs.LG', 'stat.ML']","Submitted 9 May, 2020; 
      originally announced May 2020."
2157,COVID-19 growth prediction using multivariate long short term memory,['Novanto Yudistira'],https://arxiv.org/abs/2005.04809,"['cs.LG', 'stat.ML']","Submitted 27 May, 2020; v1 submitted 10 May, 2020;
      originally announced May 2020."
2158,CSB-RNN: A Faster-than-Realtime RNN Acceleration Framework with Compressed Structured Blocks,"['Runbin Shi', 'Peiyan Dong', 'Tong Geng', 'Yuhao Ding', 'Xiaolong Ma', 'Hayden K. -H. So', 'Martin Herbordt', 'Ang Li', 'Yanzhi Wang']",https://arxiv.org/abs/2005.05758,"['cs.DC', 'eess.SP']","Submitted 11 May, 2020; 
      originally announced May 2020."
2159,Towards Interpretable Deep Learning Models for Knowledge Tracing,"['Yu Lu', 'Deliang Wang', 'Qinggang Meng', 'Penghe Chen']",https://arxiv.org/abs/2005.06139,"['cs.LG', 'cs.AI']","Submitted 13 May, 2020; 
      originally announced May 2020."
2160,Pedestrian Action Anticipation using Contextual Feature Fusion in Stacked RNNs,"['Amir Rasouli', 'Iuliia Kotseruba', 'John K. Tsotsos']",https://arxiv.org/abs/2005.06582,"['cs.CV', 'cs.RO']","Submitted 13 May, 2020; 
      originally announced May 2020."
2161,deepSELF: An Open Source Deep Self End-to-End Learning Framework,"['Tomoya Koike', 'Kun Qian', 'Björn W. Schuller', 'Yoshiharu Yamamoto']",https://arxiv.org/abs/2005.06993,"['cs.LG', 'cs.SD', 'eess.AS']","Submitted 11 May, 2020; 
      originally announced May 2020."
2162,Distilling neural networks into skipgram-level decision lists,"['Madhumita Sushil', 'Simon Šuster', 'Walter Daelemans']",https://arxiv.org/abs/2005.07111,"['cs.CL', 'cs.LG', 'stat.ML']","Submitted 18 May, 2020; v1 submitted 14 May, 2020;
      originally announced May 2020."
2163,Efficient and Scalable Bayesian Neural Nets with Rank-1 Factors,"['Michael W. Dusenberry', 'Ghassen Jerfel', 'Yeming Wen', 'Yi-An Ma', 'Jasper Snoek', 'Katherine Heller', 'Balaji Lakshminarayanan', 'Dustin Tran']",https://arxiv.org/abs/2005.07186,"['cs.LG', 'stat.ML']","Submitted 14 August, 2020; v1 submitted 14 May, 2020;
      originally announced May 2020."
2164,Conformer: Convolution-augmented Transformer for Speech Recognition,"['Anmol Gulati', 'James Qin', 'Chung-Cheng Chiu', 'Niki Parmar', 'Yu Zhang', 'Jiahui Yu', 'Wei Han', 'Shibo Wang', 'Zhengdong Zhang', 'Yonghui Wu', 'Ruoming Pang']",https://arxiv.org/abs/2005.08100,"['eess.AS', 'cs.LG', 'cs.SD']","Submitted 16 May, 2020; 
      originally announced May 2020."
2165,Encodings of Source Syntax: Similarities in NMT Representations Across Target Languages,"['Tyler A. Chang', 'Anna N. Rafferty']",https://arxiv.org/abs/2005.08177,"['cs.CL', 'cs.LG']","Submitted 17 May, 2020; 
      originally announced May 2020."
2166,How much complexity does an RNN architecture need to learn syntax-sensitive dependencies?,"['Gantavya Bhatt', 'Hritik Bansal', 'Rishubh Singh', 'Sumeet Agarwal']",https://arxiv.org/abs/2005.08199,"['cs.CL', 'q-bio.NC']","Submitted 25 May, 2020; v1 submitted 17 May, 2020;
      originally announced May 2020."
2167,"Learning-based Prediction, Rendering and Association Optimization for MEC-enabled Wireless Virtual Reality (VR) Network","['Xiaonan Liu', 'Yansha Deng']",https://arxiv.org/abs/2005.08332,['eess.SP'],"Submitted 17 May, 2020; 
      originally announced May 2020."
2168,T-VSE: Transformer-Based Visual Semantic Embedding,"['Muhammet Bastan', 'Arnau Ramisa', 'Mehmet Tek']",https://arxiv.org/abs/2005.08399,['cs.CV'],"Submitted 17 May, 2020; 
      originally announced May 2020."
2169,The NTNU System at the Interspeech 2020 Non-Native Children's Speech ASR Challenge,"['Tien-Hong Lo', 'Fu-An Chao', 'Shi-Yan Weng', 'Berlin Chen']",https://arxiv.org/abs/2005.08433,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 2 June, 2020; v1 submitted 17 May, 2020;
      originally announced May 2020."
2170,Attention-based Transducer for Online Speech Recognition,"['Bin Wang', 'Yan Yin', 'Hui Lin']",https://arxiv.org/abs/2005.08497,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 18 May, 2020; 
      originally announced May 2020."
2171,Experimental Investigation of Deep Learning for Digital Signal Processing in Short Reach Optical Fiber Communications,"['Boris Karanov', 'Mathieu Chagnon', 'Vahid Aref', 'Filipe Ferreira', 'Domanic Lavery', 'Polina Bayvel', 'Laurent Schmalen']",https://arxiv.org/abs/2005.08790,"['eess.SP', 'cs.IT', 'cs.LG']","Submitted 18 May, 2020; 
      originally announced May 2020."
2172,Neural Controlled Differential Equations for Irregular Time Series,"['Patrick Kidger', 'James Morrill', 'James Foster', 'Terry Lyons']",https://arxiv.org/abs/2005.08926,"['cs.LG', 'stat.ML']","Submitted 5 November, 2020; v1 submitted 18 May, 2020;
      originally announced May 2020."
2173,Dynamic Knowledge embedding and tracing,"['Liangbei Xu', 'Mark A. Davenport']",https://arxiv.org/abs/2005.09109,"['cs.IR', 'cs.AI']","Submitted 18 May, 2020; 
      originally announced May 2020."
2174,A New Training Pipeline for an Improved Neural Transducer,"['Albert Zeyer', 'André Merboldt', 'Ralf Schlüter', 'Hermann Ney']",https://arxiv.org/abs/2005.09319,"['eess.AS', 'cs.LG', 'cs.NE', 'stat.ML']","Submitted 18 November, 2020; v1 submitted 19 May, 2020;
      originally announced May 2020."
2175,Neural Ordinary Differential Equation based Recurrent Neural Network Model,"['Mansura Habiba', 'Barak A. Pearlmutter']",https://arxiv.org/abs/2005.09807,"['cs.LG', 'stat.ML']","Submitted 19 May, 2020; 
      originally announced May 2020."
2176,Stochastic Super-Resolution for Downscaling Time-Evolving Atmospheric Fields with a Generative Adversarial Network,"['Jussi Leinonen', 'Daniele Nerini', 'Alexis Berne']",https://arxiv.org/abs/2005.10374,"['eess.IV', 'cs.LG', 'physics.ao-ph', 'stat.ML']","Submitted 19 October, 2020; v1 submitted 20 May, 2020;
      originally announced May 2020."
2177,Automated Question Answer medical model based on Deep Learning Technology,"['Abdelrahman Abdallah', 'Mahmoud Kasem', 'Mohamed Hamada', 'Shaymaa Sdeek']",https://arxiv.org/abs/2005.10416,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 20 May, 2020; 
      originally announced May 2020."
2178,TinyLSTMs: Efficient Neural Speech Enhancement for Hearing Aids,"['Igor Fedorov', 'Marko Stamenovic', 'Carl Jensen', 'Li-Chia Yang', 'Ari Mandell', 'Yiming Gan', 'Matthew Mattina', 'Paul N. Whatmough']",https://arxiv.org/abs/2005.11138,"['eess.AS', 'cs.LG', 'cs.SD', 'stat.ML']","Submitted 20 May, 2020; 
      originally announced May 2020."
2179,Attention Patterns Detection using Brain Computer Interfaces,"['Felix G. Hamza-Lup', 'Adytia Suri', 'Ionut E. Iacob', 'Ioana R. Goldbach', 'Lateef Rasheed', 'Paul N. Borza']",https://arxiv.org/abs/2005.11151,"['cs.HC', 'cs.AI', 'eess.SP']","Submitted 20 May, 2020; 
      originally announced May 2020."
2180,A Tree Architecture of LSTM Networks for Sequential Regression with Missing Data,"['S. Onur Sahin', 'Suleyman S. Kozat']",https://arxiv.org/abs/2005.11353,"['cs.LG', 'stat.ML']","Submitted 22 May, 2020; 
      originally announced May 2020."
2181,Stacked Bidirectional and Unidirectional LSTM Recurrent Neural Network for Forecasting Network-wide Traffic State with Missing Values,"['Zhiyong Cui', 'Ruimin Ke', 'Ziyuan Pu', 'Yinhai Wang']",https://arxiv.org/abs/2005.11627,"['cs.LG', 'eess.SP', 'stat.ML']","Submitted 23 May, 2020; 
      originally announced May 2020."
2182,Effective and Efficient Computation with Multiple-timescale Spiking Recurrent Neural Networks,"['Bojian Yin', 'Federico Corradi', 'Sander M. Bohté']",https://arxiv.org/abs/2005.11633,"['cs.NE', 'cs.LG']","Submitted 16 June, 2020; v1 submitted 23 May, 2020;
      originally announced May 2020."
2183,Usage Analysis of Mobile Devices,"['Aman Singh', 'Ashish Prajapatia', 'Vikash Kumar', 'Subhankar Mishra']",https://arxiv.org/abs/2005.12140,['cs.CY'],"Submitted 13 May, 2020; 
      originally announced May 2020."
